cell_label,x,y,z,parcellation_index,analysis_region,cluster_alias,average_correlation_score
1019171907101830227-1,7.1960898391452455,4.389894002807968,3.9831044006411744,723,PVN_PVH,5283,0.531242775973895
1019171907101820262,7.180722278791657,4.510997512353752,3.87848117463088,723,PVN_PVH,5283,0.545937007895576
1019171907103490162,7.5241899537359505,3.099292036024909,10.693600722499,725,PVN_PVH,5283,0.583668708452522
1019171907102750295,7.284792173780334,4.4168264267870345,7.096570055824456,723,PVN_PVH,5283,0.608676717637938
1019171907101600547-1,7.203905146596919,4.2259788268964655,3.6825797813382,723,PVN_PVH,5283,0.638357385590926
1019171907102980036,7.286148034060382,4.495578117489131,7.414974870147981,723,PVN_PVH,5283,0.522485275544402
1019171907102770223,7.359204050256771,3.816118605976901,7.553753016465213,723,PVN_PVH,5283,0.538618840787344
1019171907101830379,7.185088317386535,4.523225767897583,4.069411036787966,723,PVN_PVH,5283,0.523740441839939
1019171907103490180,7.522239633106913,3.136414362521624,10.7555265995842,725,PVN_PVH,5283,0.596553383124038
1019171907102050116-1,7.1939313215672085,4.535406478795566,4.412626920375736,723,PVN_PVH,5283,0.509026109873379
1019171907103270237,7.579427009164317,2.499894320252928,10.502403802839924,725,PVN_PVH,5283,0.631467846454092
1017092617102550059,7.104184358497973,4.549674246598827,7.570412242255554,723,PVN_PVH,5283,0.514945443498494
1017092617102240339,6.996196567106487,4.649619279728877,4.238870844337583,723,PVN_PVH,5283,0.51336216811267
1017092617102240532,6.975266437471837,4.863428566004821,4.265311885547426,723,PVN_PVH,5283,0.533590738973918
1017092617102060591,7.159185620816365,3.9422556172583416,7.343436732524906,723,PVN_PVH,5283,0.613088609967909
1017092617102310026-1,7.1784663907378095,3.896234731233428,7.840874228811892,723,PVN_PVH,5283,0.588236057241243
1017092617102070628,7.172003004659825,3.868872082634747,7.526200135421622,723,PVN_PVH,5283,0.53140700611289
1017092617101890259,7.378546249308044,2.720246275322092,10.588413390739412,725,PVN_PVH,5283,0.58111741030371
